Fecha,TempMedia,TempMax,HorMinTempMax,TempMin,HorMinTempMin,HumedadMedia,HumedadMax,HorMinHumMax,HumedadMin,HorMinHumMin,VelViento,DirViento,VelVientoMax,HorMinVelMax,DirVientoVelMax,Radiacion,Precipitacion,TempSuelo1,TempSuelo2,EtPMon,PePMon,Estacion
2004-04-18T00:00:00,14.54,17.93,1440.0,11.88,530.0,62.32,91.7,0.0,42.75,1130.0,2.913,267.1,9.07,1403.0,277.3,23.1,0.0,,,3.910649299621582,0.0,IB01
2004-04-19T00:00:00,13.05,16.72,1530.0,6.609,510.0,58.67,95.0,530.0,33.51,1350.0,2.327,293.3,8.85,803.0,279.2,23.42,0.2,,,3.7446277141571045,0.0,IB01
2004-04-20T00:00:00,15.31,21.18,1410.0,7.89,0.0,63.12,94.6,2350.0,40.98,1410.0,2.423,277.6,8.34,710.0,294.9,26.77,0.0,,,4.415008068084717,0.0,IB01
2004-04-21T00:00:00,14.09,21.63,1350.0,6.293,440.0,75.3,98.5,0.0,37.31,1250.0,1.123,159.8,4.998,1354.0,203.5,26.43,0.0,,,3.9824252128601074,0.0,IB01
2004-04-22T00:00:00,13.65,18.85,1050.0,9.63,10.0,85.6,99.9,340.0,55.17,1050.0,2.495,292.5,9.56,2218.0,322.1,19.5,4.8,,,3.207009792327881,1.6943798065185547,IB01
2004-04-23T00:00:00,13.7,18.33,1510.0,8.02,2150.0,73.4,95.5,2250.0,47.89,1530.0,1.804,344.4,8.0,1207.0,336.5,20.97,0.4,,,3.363693952560425,0.0,IB01
2004-04-24T00:00:00,15.72,21.57,1420.0,7.88,540.0,66.41,95.4,550.0,41.32,1300.0,1.158,259.6,6.419,1154.0,278.7,26.48,0.0,,,4.091750144958496,0.0,IB01
2004-04-25T00:00:00,16.34,23.49,1430.0,9.15,2330.0,70.1,98.6,2350.0,34.49,1420.0,1.061,235.9,4.547,1056.0,329.6,27.3,0.0,,,4.350668430328369,0.0,IB01
2004-04-26T00:00:00,14.33,21.44,1130.0,6.833,450.0,69.5,100.0,640.0,29.48,1250.0,1.421,116.9,5.282,1516.0,158.8,27.2,0.0,,,4.304181098937988,0.0,IB01
2004-04-27T00:00:00,14.56,21.24,1240.0,6.29,510.0,73.9,98.9,600.0,39.24,1310.0,1.846,113.4,6.184,1355.0,181.8,26.75,0.0,,,4.280667781829834,0.0,IB01
2004-04-28T00:00:00,14.0,17.93,950.0,10.15,230.0,86.4,95.3,330.0,71.3,1020.0,1.876,39.18,6.703,933.0,49.4,11.02,1.0,,,2.077467918395996,0.0,IB01
2004-04-29T00:00:00,15.32,20.77,1450.0,9.95,2210.0,81.9,97.9,350.0,54.49,1410.0,1.668,267.4,7.11,1756.0,233.0,19.53,5.0,,,3.3335766792297363,1.857431411743164,IB01
2004-04-30T00:00:00,15.08,21.31,1240.0,7.62,0.0,71.3,97.3,2350.0,37.51,1230.0,1.377,267.4,5.86,1303.0,303.5,21.11,0.0,,,3.675900936126709,0.0,IB01
2004-05-01T00:00:00,14.34,20.79,1010.0,7.09,40.0,68.04,98.5,0.0,29.96,930.0,1.437,247.7,6.478,1127.0,162.3,22.87,0.0,,,3.9036285877227783,0.0,IB01
2004-05-02T00:00:00,14.08,19.65,1300.0,7.69,120.0,80.8,100.0,600.0,42.99,1410.0,1.439,73.9,5.625,1448.0,136.3,15.69,0.0,,,2.9560513496398926,0.0,IB01
2004-05-03T00:00:00,13.37,17.67,1200.0,11.47,1850.0,93.9,99.7,2100.0,69.57,1220.0,2.652,299.6,9.77,1951.0,308.3,9.19,80.4,,,1.9494647979736328,45.29299545288086,IB01
2004-05-04T00:00:00,13.39,16.07,1340.0,11.01,500.0,86.1,99.1,0.0,70.1,1920.0,2.658,285.3,9.82,450.0,322.4,7.44,21.8,,,1.7206391096115112,13.434113502502441,IB01
2004-05-05T00:00:00,15.86,19.12,1250.0,13.87,2110.0,67.8,84.4,2110.0,52.98,1030.0,2.979,271.6,10.48,1107.0,260.4,16.5,0.2,,,3.4971251487731934,0.0,IB01
2004-05-06T00:00:00,14.83,19.45,1510.0,9.28,2340.0,63.82,98.2,2350.0,29.56,1550.0,2.618,278.5,9.15,28.0,310.8,28.75,1.6,,,4.777895927429199,0.0,IB01
2004-05-07T00:00:00,14.39,18.71,1440.0,9.42,0.0,65.48,98.5,30.0,35.84,1430.0,1.897,318.5,7.44,1014.0,334.2,24.04,0.0,,,3.9772913455963135,0.0,IB01
2004-05-08T00:00:00,12.1,17.65,1500.0,4.231,2340.0,70.0,98.6,300.0,35.31,1420.0,1.512,345.1,7.19,1026.0,333.4,29.34,0.0,,,4.150533676147461,0.0,IB01
2004-05-09T00:00:00,13.58,19.78,1410.0,3.834,110.0,78.3,99.5,550.0,50.35,1600.0,1.725,217.8,6.076,1233.0,223.7,28.03,0.0,,,4.101294994354248,0.0,IB01
2004-05-10T00:00:00,15.52,19.45,1120.0,12.41,20.0,84.2,96.5,2310.0,64.67,950.0,1.789,183.9,5.37,1551.0,184.1,17.31,0.0,,,2.967331647872925,0.0,IB01
2004-05-11T00:00:00,13.03,15.67,1510.0,11.74,1010.0,93.5,99.3,0.0,78.1,1540.0,2.186,27.8,9.46,1741.0,30.31,5.424,28.4,,,1.3224560022354126,17.43271827697754,IB01
2004-05-12T00:00:00,13.15,16.67,1340.0,10.08,2140.0,89.3,99.4,10.0,73.3,1520.0,2.233,348.0,7.87,251.0,17.87,6.181,16.6,,,1.52434241771698,10.114693641662598,IB01
2004-05-13T00:00:00,16.12,21.97,1310.0,9.55,2340.0,75.2,99.4,0.0,45.12,1510.0,1.149,271.5,5.027,931.0,246.4,28.73,0.0,,,4.482722282409668,0.0,IB01
2004-05-14T00:00:00,14.91,20.25,1240.0,8.29,2330.0,81.8,100.0,630.0,47.62,1620.0,1.919,96.6,9.13,1233.0,97.8,22.7,0.0,,,3.8073320388793945,0.0,IB01
2004-05-15T00:00:00,14.51,21.17,1310.0,6.692,450.0,78.0,100.0,550.0,47.28,1030.0,0.872,347.5,4.302,1301.0,338.9,28.35,0.0,,,4.2035231590271,0.0,IB01
2004-05-16T00:00:00,15.72,22.43,1220.0,8.89,2340.0,76.7,99.6,400.0,45.79,1220.0,0.768,9.61,4.547,1104.0,0.19,25.41,0.2,,,4.011755466461182,0.0,IB01
2004-05-17T00:00:00,15.64,23.23,1350.0,7.42,420.0,73.1,100.0,610.0,38.5,1150.0,1.138,78.8,4.949,1611.0,117.3,28.78,0.0,,,4.593569278717041,0.0,IB01
2004-05-18T00:00:00,16.25,23.77,1200.0,8.36,450.0,72.1,98.2,2310.0,40.65,1010.0,1.573,68.62,6.37,1215.0,99.7,29.15,0.0,,,4.8530755043029785,0.0,IB01
2004-05-19T00:00:00,16.36,24.83,1210.0,8.09,50.0,63.99,98.3,130.0,23.99,1210.0,1.479,77.2,5.596,1359.0,122.0,30.01,0.2,,,5.235373497009277,0.0,IB01
2004-05-20T00:00:00,15.86,22.77,1200.0,7.09,350.0,73.6,98.8,540.0,38.17,1250.0,1.623,80.5,5.998,1153.0,98.9,29.75,0.0,,,4.858853816986084,0.0,IB01
2004-05-21T00:00:00,16.75,23.76,1310.0,9.29,440.0,81.1,100.0,550.0,52.93,1310.0,0.964,90.1,4.812,1455.0,194.0,25.39,0.0,,,4.158234596252441,0.0,IB01
2004-05-22T00:00:00,15.71,19.99,1640.0,10.35,40.0,90.7,99.8,250.0,72.7,920.0,0.883,187.0,5.439,732.0,327.8,8.73,0.2,,,1.8076342344284058,0.0,IB01
2004-05-23T00:00:00,16.79,23.02,1310.0,10.22,220.0,82.6,100.0,530.0,57.61,1240.0,1.096,41.86,4.694,1233.0,54.95,22.03,0.0,,,3.7240023612976074,0.0,IB01
2004-05-24T00:00:00,16.4,22.43,1140.0,9.82,250.0,79.3,100.0,410.0,44.32,1340.0,1.181,11.03,5.851,1358.0,23.73,25.79,0.2,,,4.264956951141357,0.0,IB01
2004-05-25T00:00:00,16.32,22.05,1600.0,11.29,110.0,88.0,99.5,500.0,46.79,1700.0,0.835,354.7,4.155,1602.0,350.4,10.5,1.6,,,2.352536201477051,0.0,IB01
2004-05-26T00:00:00,16.64,22.63,1430.0,10.22,0.0,83.8,98.4,2350.0,50.74,1540.0,0.887,146.4,4.322,1449.0,119.2,15.06,0.0,,,2.9051432609558105,0.0,IB01
2004-05-27T00:00:00,15.75,23.1,1100.0,8.89,120.0,81.2,100.0,550.0,50.47,1000.0,0.828,311.5,4.616,1059.0,129.7,20.19,0.2,,,3.4641218185424805,0.0,IB01
2004-05-28T00:00:00,17.07,24.43,1400.0,8.16,300.0,83.4,100.0,600.0,55.54,1400.0,1.446,207.9,5.821,1311.0,241.9,27.27,0.0,,,4.515452861785889,0.0,IB01
2004-05-29T00:00:00,18.97,25.02,1450.0,12.34,10.0,84.1,100.0,530.0,60.34,1510.0,1.426,171.6,4.91,1243.0,201.4,27.01,0.2,,,4.600819110870361,0.0,IB01
2004-05-30T00:00:00,19.21,25.82,1200.0,12.54,400.0,75.0,99.9,540.0,48.91,1440.0,1.081,181.0,5.243,1258.0,178.9,26.26,0.0,,,4.636557102203369,0.0,IB01
2004-05-31T00:00:00,20.61,27.74,1300.0,13.61,2310.0,63.25,95.4,10.0,30.48,910.0,0.889,148.8,5.39,1324.0,123.0,27.81,0.0,,,5.0906453132629395,0.0,IB01
2004-06-01T00:00:00,20.64,27.35,1340.0,13.74,500.0,64.98,89.8,120.0,37.96,940.0,1.035,175.0,4.753,1217.0,163.6,28.99,0.0,,,5.275945663452148,0.0,IB01
2004-06-02T00:00:00,22.03,29.8,1220.0,13.68,300.0,64.36,98.1,0.0,30.19,1420.0,1.067,89.1,5.38,1137.0,93.5,28.74,0.0,,,5.531239986419678,0.0,IB01
2004-06-03T00:00:00,19.91,25.89,1420.0,14.41,0.0,78.2,99.9,350.0,47.25,1050.0,1.274,138.3,5.047,1157.0,163.7,25.83,0.0,,,4.729043960571289,0.0,IB01
2004-06-04T00:00:00,18.87,25.22,1120.0,12.08,0.0,74.8,99.9,540.0,47.84,1400.0,1.304,207.0,5.615,1203.0,165.4,28.87,0.0,,,4.982539653778076,0.0,IB01
2004-06-05T00:00:00,19.75,26.48,1520.0,11.56,250.0,72.0,100.0,540.0,32.94,1520.0,1.469,169.7,5.655,1425.0,189.1,29.96,0.2,,,5.48601770401001,0.0,IB01
2004-06-06T00:00:00,21.46,29.07,1250.0,13.41,410.0,72.7,100.0,600.0,28.72,1530.0,1.289,114.3,5.527,1238.0,80.1,29.33,0.0,,,5.684927463531494,0.0,IB01
2004-06-07T00:00:00,21.21,28.15,1430.0,13.28,520.0,74.5,99.1,330.0,36.34,1450.0,1.429,72.2,5.88,1121.0,141.8,23.74,0.0,,,4.89346170425415,0.0,IB01
2004-06-08T00:00:00,21.83,27.94,1340.0,15.8,500.0,67.39,94.5,300.0,42.82,1540.0,2.025,78.4,7.72,1528.0,96.1,26.1,0.0,,,5.410883903503418,0.0,IB01
2004-06-09T00:00:00,22.19,27.69,1020.0,14.87,2320.0,63.02,90.9,2300.0,35.54,1620.0,2.053,79.3,7.09,1239.0,119.1,26.05,0.0,,,5.567224502563477,0.0,IB01
2004-06-10T00:00:00,21.26,28.47,1400.0,13.01,500.0,61.93,98.3,400.0,27.79,1110.0,1.317,100.0,5.978,1052.0,89.8,29.24,0.0,,,5.647902011871338,0.0,IB01
2004-06-11T00:00:00,21.68,30.99,1400.0,12.15,440.0,57.55,96.9,500.0,18.57,1210.0,0.939,132.0,5.008,1241.0,100.2,30.66,0.0,,,5.805422306060791,0.0,IB01
2004-06-12T00:00:00,21.9,31.13,1310.0,12.09,350.0,55.93,91.6,2350.0,20.64,1310.0,1.103,135.4,5.174,1502.0,164.9,29.24,0.0,,,5.810914516448975,0.0,IB01
2004-06-13T00:00:00,21.88,30.4,1040.0,15.4,250.0,66.98,92.5,530.0,33.55,820.0,1.599,109.7,7.56,1611.0,130.1,24.23,0.0,,,5.419165134429932,0.0,IB01
2004-06-14T00:00:00,17.51,22.78,1050.0,13.62,1220.0,80.1,99.8,1320.0,48.6,1100.0,1.425,77.4,9.43,1213.0,48.32,11.55,11.8,,,2.7661690711975098,6.906885623931885,IB01
2004-06-15T00:00:00,17.12,21.0,1450.0,13.31,740.0,84.6,99.3,800.0,66.48,1450.0,1.281,9.68,6.831,721.0,58.99,14.75,12.4,,,2.7550573348999023,7.32226037979126,IB01
2004-06-16T00:00:00,20.75,26.88,1400.0,16.41,350.0,68.52,89.4,0.0,33.34,1400.0,1.211,352.6,4.704,1223.0,86.0,20.07,0.6,,,4.350174903869629,0.0,IB01
2004-06-17T00:00:00,22.99,29.4,1520.0,14.67,2310.0,62.5,93.5,2250.0,33.73,1510.0,1.536,198.1,6.311,1304.0,150.5,30.36,0.0,,,6.044625759124756,0.0,IB01
2004-06-18T00:00:00,23.28,30.8,1440.0,13.29,410.0,59.79,95.9,450.0,32.13,1430.0,2.087,186.1,6.007,1139.0,161.9,31.0,0.0,,,6.586366653442383,0.0,IB01
2004-06-19T00:00:00,24.54,30.33,1220.0,19.25,2210.0,59.34,97.0,0.0,32.26,1200.0,1.893,214.2,7.28,517.0,244.9,27.05,0.2,,,6.043839454650879,0.0,IB01
2004-06-20T00:00:00,21.79,27.21,1320.0,16.8,0.0,75.9,97.4,20.0,41.62,1440.0,1.866,92.3,6.233,1048.0,111.9,24.57,0.0,,,5.104202747344971,0.0,IB01
2004-06-21T00:00:00,21.42,28.27,1350.0,15.47,340.0,82.7,99.8,450.0,55.19,1200.0,1.487,150.2,5.067,951.0,152.6,25.69,0.0,,,4.924009323120117,0.0,IB01
2004-06-22T00:00:00,22.0,28.81,1330.0,15.41,500.0,77.2,100.0,530.0,35.95,1200.0,1.557,132.4,5.321,1433.0,127.5,29.89,0.0,,,5.854220867156982,0.0,IB01
2004-06-23T00:00:00,24.33,34.44,1420.0,14.94,450.0,69.33,100.0,540.0,20.03,1400.0,1.015,233.4,4.39,1633.0,178.6,29.88,0.2,,,6.202110290527344,0.0,IB01
2004-06-24T00:00:00,24.04,31.72,1240.0,17.07,240.0,81.8,99.7,530.0,52.62,1310.0,1.258,111.5,4.684,1407.0,90.0,28.96,0.0,,,5.758227825164795,0.0,IB01
2004-06-25T00:00:00,23.02,28.94,1120.0,17.99,400.0,79.5,99.7,530.0,55.04,1120.0,1.506,99.6,5.909,1345.0,102.6,28.88,0.0,,,5.5341668128967285,0.0,IB01
2004-06-26T00:00:00,24.31,31.66,1240.0,17.33,140.0,64.57,97.7,510.0,29.19,1240.0,1.654,89.5,6.311,1418.0,112.9,30.43,0.2,,,6.492794990539551,0.0,IB01
2004-06-27T00:00:00,24.86,31.92,1450.0,16.21,430.0,58.39,95.5,440.0,31.99,1030.0,1.684,88.1,6.252,1000.0,109.9,30.72,0.0,,,6.532899856567383,0.0,IB01
2004-06-28T00:00:00,25.54,33.45,1220.0,17.74,440.0,53.04,83.5,2250.0,28.11,1210.0,1.522,82.6,5.41,1028.0,98.3,30.0,0.0,,,6.660363674163818,0.0,IB01
2004-06-29T00:00:00,25.14,31.74,910.0,17.74,310.0,60.93,94.5,0.0,29.05,1130.0,1.434,114.1,6.105,1257.0,107.9,29.37,0.0,,,6.248452663421631,0.0,IB01
2004-06-30T00:00:00,24.69,30.6,1300.0,18.07,230.0,75.4,99.5,530.0,40.67,1500.0,1.721,158.9,5.4,1442.0,159.0,29.46,0.0,,,6.111662864685059,0.0,IB01
2004-07-01T00:00:00,25.66,31.92,1420.0,19.53,2320.0,78.3,99.6,530.0,52.22,1410.0,1.164,54.38,5.478,1132.0,115.5,29.04,0.0,,,5.8785529136657715,0.0,IB01
2004-07-02T00:00:00,23.87,28.54,1320.0,19.4,320.0,75.1,99.1,350.0,51.64,1500.0,2.25,98.7,7.21,1349.0,91.3,27.32,0.2,,,5.5719780921936035,0.0,IB01
2004-07-03T00:00:00,23.6,27.74,1450.0,17.8,2350.0,62.48,90.4,0.0,32.4,1440.0,2.248,100.4,6.605,1243.0,89.7,29.73,0.0,,,6.256725788116455,0.0,IB01
2004-07-04T00:00:00,22.67,28.47,1300.0,15.68,430.0,73.1,98.0,500.0,42.56,1230.0,1.971,94.0,6.38,1516.0,73.5,30.1,0.0,,,5.930947780609131,0.0,IB01
2004-07-05T00:00:00,23.99,30.33,1330.0,15.28,420.0,70.1,98.6,520.0,33.13,1310.0,2.05,95.2,6.301,1657.0,102.1,29.1,0.0,,,6.252979755401611,0.0,IB01
2004-07-06T00:00:00,25.06,31.0,1320.0,20.32,220.0,73.3,93.0,330.0,41.68,1210.0,2.079,77.5,7.73,1015.0,106.5,19.13,0.0,,,5.006608486175537,0.0,IB01
2004-07-07T00:00:00,25.42,30.94,1200.0,19.72,2330.0,68.19,94.6,2350.0,26.65,1230.0,1.892,281.1,6.292,1128.0,341.4,19.51,0.0,,,5.25102424621582,0.0,IB01
2004-07-08T00:00:00,23.41,29.34,1600.0,13.95,0.0,56.94,97.5,40.0,21.24,1600.0,2.035,317.2,7.57,948.0,327.3,30.77,0.0,,,6.509626865386963,0.0,IB01
2004-07-09T00:00:00,22.34,28.28,1110.0,13.42,30.0,52.0,89.9,2350.0,21.25,940.0,1.773,58.52,6.478,1144.0,101.6,31.06,0.0,,,6.261824607849121,0.0,IB01
2004-07-10T00:00:00,21.45,27.21,1130.0,14.22,320.0,71.2,97.2,510.0,42.89,1130.0,1.787,105.1,5.851,1338.0,105.6,30.49,0.0,,,5.704657554626465,0.0,IB01
2004-07-11T00:00:00,21.66,28.28,1210.0,14.22,410.0,72.5,98.1,440.0,33.61,1210.0,1.32,116.6,5.645,1345.0,189.5,24.88,0.0,,,5.027815818786621,0.0,IB01
2004-07-12T00:00:00,20.25,24.83,1240.0,15.61,2310.0,80.2,97.0,2330.0,54.09,1050.0,1.361,60.83,6.586,1649.0,107.1,14.95,0.0,,,3.2469427585601807,0.0,IB01
2004-07-13T00:00:00,20.37,27.29,1250.0,13.35,400.0,73.6,99.9,550.0,41.5,1250.0,1.204,182.5,5.733,1328.0,201.6,22.09,0.0,,,4.380769729614258,0.0,IB01
2004-07-14T00:00:00,20.48,26.9,1130.0,13.68,500.0,74.7,98.3,510.0,49.19,1130.0,1.052,139.4,4.694,1402.0,123.6,17.96,0.0,,,3.676826238632202,0.0,IB01
2004-07-15T00:00:00,21.0,27.94,1500.0,12.62,440.0,68.19,98.9,540.0,33.74,1040.0,1.301,101.3,6.468,1340.0,105.7,29.78,0.0,,,5.528482913970947,0.0,IB01
2004-07-16T00:00:00,21.79,27.61,1220.0,13.62,450.0,72.9,98.1,520.0,41.82,1500.0,1.778,97.9,6.007,1511.0,118.5,29.23,0.2,,,5.576905727386475,0.0,IB01
2004-07-17T00:00:00,23.36,28.54,1350.0,17.67,100.0,75.2,95.7,120.0,43.02,1530.0,2.06,78.9,8.95,824.0,91.6,23.51,0.0,,,5.165966510772705,0.0,IB01
2004-07-18T00:00:00,24.56,31.39,1410.0,18.6,2330.0,74.8,95.6,0.0,42.47,1420.0,1.432,63.14,5.713,1032.0,108.6,26.84,0.0,,,5.646727561950684,0.0,IB01
2004-07-19T00:00:00,24.81,31.07,1040.0,18.6,0.0,77.0,97.4,250.0,49.16,1040.0,1.038,11.51,4.88,1041.0,281.8,26.07,0.0,,,5.24831485748291,0.0,IB01
2004-07-20T00:00:00,23.49,30.6,1520.0,17.41,520.0,81.9,99.5,550.0,54.17,1400.0,1.063,138.4,5.537,1359.0,247.8,20.33,0.0,,,4.258444786071777,0.0,IB01
2004-07-21T00:00:00,24.44,29.14,1350.0,19.13,120.0,83.2,98.7,140.0,61.05,1420.0,2.022,102.6,6.478,834.0,101.0,26.03,0.2,,,5.174393177032471,0.0,IB01
2004-07-22T00:00:00,25.54,31.99,1420.0,19.99,410.0,81.1,99.0,530.0,54.96,1330.0,1.307,93.0,4.577,1114.0,100.8,25.8,0.0,,,5.354846477508545,0.0,IB01
2004-07-23T00:00:00,26.82,34.24,1440.0,19.0,340.0,77.5,98.7,520.0,47.42,920.0,1.235,97.9,4.596,1047.0,93.5,26.52,0.0,,,5.7206501960754395,0.0,IB01
2004-07-24T00:00:00,27.52,32.39,1420.0,21.98,210.0,67.83,95.0,220.0,39.33,1400.0,1.915,109.3,6.703,1139.0,87.0,26.36,0.0,,,6.0965189933776855,0.0,IB01
2004-07-25T00:00:00,25.85,32.27,1010.0,19.07,520.0,66.76,95.7,500.0,32.19,1050.0,1.479,169.2,5.841,1540.0,171.4,27.77,0.0,,,6.022266387939453,0.0,IB01
2004-07-26T00:00:00,24.57,31.21,950.0,17.33,0.0,70.9,94.5,2350.0,33.94,950.0,1.181,174.4,5.155,1529.0,137.8,16.11,0.0,,,4.069715976715088,0.0,IB01
2004-07-27T00:00:00,23.61,30.66,1240.0,16.61,210.0,72.0,99.1,510.0,40.47,1420.0,1.472,193.6,6.497,1346.0,164.7,28.69,0.0,,,5.742367267608643,0.0,IB01
2004-07-28T00:00:00,23.97,30.2,1210.0,16.28,230.0,71.8,96.2,520.0,38.41,1150.0,1.546,159.7,5.135,1615.0,185.0,27.75,0.0,,,5.6526689529418945,0.0,IB01
2004-07-29T00:00:00,24.65,30.2,1250.0,18.54,250.0,72.7,96.7,350.0,45.08,1610.0,1.772,91.9,6.644,800.0,89.7,23.85,0.0,,,5.188126087188721,0.0,IB01
2004-07-30T00:00:00,24.48,32.07,1230.0,16.81,510.0,72.8,97.6,320.0,43.28,1550.0,1.137,93.6,5.4,1334.0,105.2,24.14,0.0,,,5.047974586486816,0.0,IB01
2004-07-31T00:00:00,24.63,31.65,1310.0,17.28,440.0,71.2,98.0,530.0,39.73,1440.0,1.026,148.3,4.4,1408.0,117.5,27.01,0.0,,,5.386229991912842,0.0,IB01
2004-08-01T00:00:00,24.31,31.6,1100.0,16.67,500.0,74.5,98.9,600.0,35.74,1000.0,1.21,151.0,5.106,1423.0,128.0,27.76,0.2,,,5.596599102020264,0.0,IB01
2004-08-02T00:00:00,23.37,30.89,940.0,16.61,450.0,71.3,99.8,510.0,35.54,1020.0,0.915,196.7,5.096,1210.0,183.1,14.6,0.0,,,3.545074939727783,0.0,IB01
2004-08-03T00:00:00,25.55,32.92,1220.0,16.35,220.0,71.7,97.5,530.0,35.08,840.0,2.267,195.4,7.68,1323.0,172.2,26.15,0.0,,,6.211097717285156,0.0,IB01
2004-08-04T00:00:00,26.47,33.06,1510.0,18.72,0.0,68.47,93.9,320.0,27.98,1510.0,1.912,326.9,7.08,915.0,317.0,26.54,2.6,,,6.263079643249512,0.0,IB01
2004-08-05T00:00:00,24.07,31.94,1310.0,18.52,10.0,75.9,99.2,610.0,43.69,1300.0,1.035,99.6,7.59,1337.0,101.7,21.67,5.2,,,4.604726791381836,2.0244956016540527,IB01
2004-08-06T00:00:00,24.87,30.8,1220.0,18.34,510.0,76.6,99.9,550.0,43.35,1250.0,1.967,115.1,7.07,1016.0,116.1,26.83,0.0,,,5.6847076416015625,0.0,IB01
2004-08-07T00:00:00,25.43,29.81,1250.0,20.92,200.0,75.6,95.2,500.0,46.89,1420.0,2.882,104.7,8.61,1334.0,99.7,24.77,0.4,,,5.673943996429443,0.0,IB01
2004-08-08T00:00:00,26.88,33.26,1210.0,21.92,530.0,76.0,95.4,600.0,51.82,1150.0,1.65,144.5,5.38,1409.0,143.2,23.55,0.0,,,5.328042507171631,0.0,IB01
2004-08-09T00:00:00,27.26,34.45,1400.0,22.25,510.0,69.54,93.1,510.0,30.25,1400.0,1.943,220.1,5.88,1614.0,171.8,26.77,0.0,,,6.530417442321777,0.0,IB01
